order_id,order_time,pickup_zip,delivery_zip,service_type,client_name,driver_id,dispatch_time,pickup_time,delivery_time,promised_eta,on_time,exception_notes,driver_idle_min,fuel_cost_usd,redelivery_flag
ORD-27944,2025/03/12 15:51,02190,02060,same-day,BioReference Labs,D025,2025-03-12 16:22:00,2025-03-12 17:09:00,2025-03-12 18:30:00,2025-03-12 18:03:00,Y,delayed at security checkpoint - id verification required,12,11.23,0
ORD-27945,03/02/2025 05:58,02149,02111,RUSH,Brigham & Women's,UNASSIGNED,2025-03-02 06:16:00,2025-03-02 07:05:00,2025-03-02 07:55:00,2025-03-02 07:52:00,Y,"driver ran out of dry ice, needs resupply",16,30.1,0
ORD-27946,,02101,02126,RUSH,BioReference Labs,D013,2025-01-11 19:44:00,2025-01-11 20:42:00,2025-01-11 21:53:00,2025-01-11 20:29:00,Y,specimen labeled incorrectly by client,19,26.64,0
ORD-27947,01-03-25 08:20 AM,02054,02169,ROUTINE,Quest Diagnostics,D016,2025-01-03 08:34:00,2025-01-03 09:31:00,,2025-01-03 13:52:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",29,7.91,0
ORD-27948,03/01/2025 16:42,02170,02188,ROUTINE,Northeast Labs,D005,2025-03-01 17:21:00,2025-03-01 18:12:00,2025-03-01 19:45:00,2025-03-01 21:50:00,Y,,22,18.55,0
ORD-27949,2025-03-02 02:36:00,01851,02067,STAT,South Shore Hospital,D026,2025-03-02 02:49:00,2025-03-02 03:29:00,2025-03-02 04:24:00,2025-03-02 03:07:00,Y,pickup completed but paperwork missing from package,45,9.27,0
ORD-27950,2025/01/05 09:48,02130,02054,RUSH,Northeast Labs,UNASSIGNED,2025-01-05 09:54:00,2025-01-05 10:20:00,,2025-01-05 11:15:00,Y,,29,5.88,0
ORD-27951,02/18/2025 14:57,02071,02180,STAT,Brigham & Women's,UNASSIGNED,2025-02-18 15:07:00,2025-02-18 15:37:00,2025-02-18 16:49:00,2025-02-18 15:56:00,Y,delayed at security checkpoint - id verification required,6,19.89,0
ORD-27952,2025-01-17 15:41:00,02102,02054,Routine,Lowell General,D001,2025-01-17 16:26:00,2025-01-17 16:45:00,2025-01-17 17:27:00,2025-01-17 21:16:00,Y,dispatcher note: double-check temp on this one before logging,14,20.09,0
ORD-27953,2025-03-04 18:26:00,02133,02139,SAME-DAY,Labcorp Inc,D021,2025-03-04 18:42:00,,2025-03-04 19:47:00,2025-03-04 21:30:00,Y,GPS routing error sent driver to wrong building,40,37.08,0
ORD-27954,2025-01-06 18:28:00,02190,02038,SAME-DAY,Children's Hospital,D034,2025-01-06 18:52:00,2025-01-06 19:49:00,2025-01-06 21:30:00,2025-01-06 22:13:00,Y,"wrong address on manifest, corrected enroute",42,9.11,0
ORD-27955,2025-03-15 08:24:00,01863,02045,ROUTINE,BioReference Labs,D006,2025-03-15 08:52:00,2025-03-15 09:11:00,2025-03-15 10:10:00,2025-03-15 12:17:00,Y,"wrong address on manifest, corrected enroute",40,22.26,0
ORD-27956,02/01/2025 08:40,02050,02199,SAME-DAY,Lowell General,D020,2025-02-01 09:11:00,2025-02-01 10:10:00,2025-02-01 11:17:00,2025-02-01 12:12:00,N,"driver stuck in traffic on 93, running ~20 min late",17,22.49,0
ORD-27957,2025-01-24 11:55:00,02105,02108,SAME-DAY,Lowell General,D034,2025-01-24 12:40:00,2025-01-24 13:18:00,2025-01-24 14:21:00,2025-01-24 15:28:00,Y,"driver stuck in traffic on 93, running ~20 min late",26,5.52,0
ORD-27958,2025-02-12 11:18:00,01867,02109,Rush,MGH,D022,2025-02-12 11:26:00,2025-02-12 12:22:00,2025-02-12 13:45:00,2025-02-12 12:25:00,Y,"wrong address on manifest, corrected enroute",13,34.39,0
ORD-27959,2025-03-29 17:45:00,02135,02030,ROUTINE,Tufts Medical,D035,2025-03-29 18:15:00,2025-03-29 18:57:00,2025-03-29 20:36:00,2025-03-29 23:28:00,Y,,31,30.74,0
ORD-27960,01-15-25 11:51 AM,02062,02200,Stat,Children's Hospital,D007,2025-01-15 12:15:00,2025-01-15 13:09:00,2025-01-15 14:11:00,2025-01-15 12:30:00,N,package refused by receiving staff - no signature authority,21,36.55,0
ORD-27961,01-21-25 02:59 PM,02067,02059,ROUTINE,Childrens Hospital,D013,2025-01-21 15:22:00,2025-01-21 15:56:00,2025-01-21 16:25:00,2025-01-21 18:45:00,N,,34,7.27,0
ORD-27962,03/07/2025 04:09,02048,02025,ROUTINE,Northeast Laboratory,D035,2025-03-07 04:28:00,2025-03-07 05:21:00,2025-03-07 06:32:00,2025-03-07 08:41:00,Y,"client changed pickup time, driver redirected",20,26.11,0
ORD-27963,2025/01/21 12:14,01843,02128,STAT,Lowell General,D005,2025-01-21 12:52:00,2025-01-21 13:42:00,2025-01-21 15:38:00,2025-01-21 13:09:00,Y,driver cannot locate parking at hospital,44,16.5,0
ORD-27964,03/08/2025 13:33,02131,02194,routine,Tufts Medical,D037,2025-03-08 14:05:00,2025-03-08 14:47:00,2025-03-08 15:42:00,2025-03-08 17:09:00,Y,,17,25.44,0
ORD-27965,2025/02/04 18:25,02121,02140,RUSH,BioReference Labs,D002,2025-02-04 19:06:00,2025-02-04 19:40:00,2025-02-04 20:02:00,2025-02-04 20:01:00,Y,specimen container damaged on pickup,17,31.85,0
ORD-27966,01/20/2025 19:27,02150,02149,ROUTINE,BioReference Labs,D038,2025-01-20 20:05:00,2025-01-20 20:26:00,2025-01-20 21:44:00,2025-01-20 23:43:00,Y,specimen labeled incorrectly by client,10,22.25,0
ORD-27967,2025/02/06 16:43,02129,02126,rush,Providence Health,D037,2025-02-06 16:48:00,,,2025-02-06 17:51:00,N,dispatcher note: double-check temp on this one before logging,9,7.73,1
ORD-27968,03/30/2025 11:05,02119,02140,STAT,Quest Diagnostics,D025,2025-03-30 11:50:00,2025-03-30 12:10:00,2025-03-30 13:07:00,2025-03-30 11:35:00,Y,,33,16.95,0
ORD-27969,03/21/2025 04:02,01879,02060,Rush,Tufts Medical,D030,2025-03-21 04:37:00,2025-03-21 05:05:00,2025-03-21 06:55:00,2025-03-21 05:18:00,Y,lab closed early today per client,32,25.8,0
ORD-27970,2025/01/11 15:52,02025,02120,stat,Mass General Hospital,D023,2025-01-11 16:11:00,2025-01-11 16:49:00,2025-01-11 17:35:00,2025-01-11 16:37:00,Y,pickup completed but paperwork missing from package,27,22.53,0
ORD-27971,01-11-25 01:56 PM,02156,02150,ROUTINE,St. Elizabeth's Medical,D010,2025-01-11 14:07:00,,2025-01-11 15:19:00,2025-01-11 19:46:00,Y,package refused by receiving staff - no signature authority,27,16.75,0
ORD-27972,03/07/2025 11:33,02133,02125,ROUTINE,Northeast Labs,D008,2025-03-07 11:53:00,2025-03-07 12:11:00,2025-03-07 12:40:00,2025-03-07 16:32:00,N,GPS routing error sent driver to wrong building,33,19.82,0
ORD-27973,03-29-25 03:46 PM,02138,02127,routine,Quest Diagnostics,D022,2025-03-29 16:08:00,2025-03-29 16:48:00,2025-03-29 18:37:00,2025-03-29 20:38:00,N,specimen labeled incorrectly by client,12,29.78,0
ORD-27974,03/10/2025 16:13,01832,02119,RUSH,Labcorp Inc,D021,2025-03-10 16:54:00,2025-03-10 17:31:00,2025-03-10 19:18:00,2025-03-10 17:30:00,Y,specimen container damaged on pickup,23,11.66,0
ORD-27975,2025-01-14 16:51:00,02019,02151,ROUTINE,LabCorp,D031,2025-01-14 17:02:00,2025-01-14 17:24:00,2025-01-14 18:27:00,2025-01-14 21:52:00,Y,,16,6.88,0
ORD-27976,01/21/2025 10:11,01801,02126,Stat,Childrens Hospital,D034,2025-01-21 10:49:00,2025-01-21 11:30:00,2025-01-21 11:48:00,2025-01-21 11:10:00,Y,dispatcher note: double-check temp on this one before logging,45,36.8,0
ORD-27977,2025/01/07 10:39,02129,02056,ROUTINE,Cape Cod Hospital,D041,2025-01-07 10:49:00,2025-01-07 11:24:00,2025-01-07 12:51:00,2025-01-07 14:35:00,Y,"elevator down at 15 Elm St, driver using stairs",20,9.31,0
ORD-27978,03/17/2025 09:01,02192,02110,SAME-DAY,Tufts Med Center,D003,2025-03-17 09:04:00,2025-03-17 09:48:00,2025-03-17 10:08:00,2025-03-17 11:08:00,Y,package refused by receiving staff - no signature authority,15,24.15,0
ORD-27979,2025/03/16 14:24,01840,02195,ROUTINE,Northeast Labs,D025,2025-03-16 14:31:00,2025-03-16 14:48:00,,2025-03-16 17:47:00,Y,,39,31.6,0
ORD-27980,02-16-25 06:39 PM,02163,02118,SAME-DAY,Brigham and Womens,D026,2025-02-16 19:08:00,2025-02-16 19:21:00,2025-02-16 20:17:00,2025-02-16 21:59:00,Y,called client re specimen integrity - awaiting callback,34,30.59,0
ORD-27981,01/25/2025 11:58,02106,02103,Stat,LabCorp,D020,2025-01-25 12:22:00,2025-01-25 12:57:00,2025-01-25 13:13:00,2025-01-25 12:32:00,Y,,8,27.78,0
ORD-27982,02/15/2025 07:58,01851,02047,Same-Day,Children's Hospital,D017,2025-02-15 08:41:00,2025-02-15 09:11:00,2025-02-15 11:01:00,2025-02-15 11:06:00,N,driver reports ice on roads in reading area,30,35.73,0
ORD-27983,2025/02/03 10:54,02048,02125,Routine,Quest Diagnostics,UNASSIGNED,2025-02-03 10:57:00,,2025-02-03 12:07:00,2025-02-03 15:47:00,Y,driver reports ice on roads in reading area,37,29.01,0
ORD-27984,2025-01-04 15:15:00,01886,02128,Same-Day,Boston Med Ctr,D035,2025-01-04 15:32:00,2025-01-04 16:12:00,2025-01-04 16:55:00,2025-01-04 17:36:00,Y,package refused by receiving staff - no signature authority,18,13.5,0
ORD-27985,01/07/2025 06:17,02116,02170,RUSH,BioReference Labs,D028,2025-01-07 06:25:00,2025-01-07 07:19:00,,2025-01-07 08:13:00,Y,"wrong address on manifest, corrected enroute",12,17.27,0
ORD-27986,2025-03-25 15:31:00,02035,02032,stat,Brigham and Womens,D033,2025-03-25 16:16:00,2025-03-25 16:31:00,2025-03-25 17:59:00,2025-03-25 16:19:00,Y,redelivery needed: building locked,19,15.22,0
ORD-27987,04-01-25 09:22 AM,01840,02045,STAT,Tufts Medical,D022,2025-04-01 09:54:00,2025-04-01 10:10:00,2025-04-01 11:07:00,2025-04-01 10:08:00,Y,specimen labeled incorrectly by client,40,10.95,0
ORD-27988,01/08/2025 13:34,02043,02163,ROUTINE,Emerson Hospital,D007,2025-01-08 14:19:00,2025-01-08 15:09:00,2025-01-08 15:49:00,2025-01-08 18:07:00,Y,,24,22.9,0
ORD-27989,02/10/2025 07:14,02103,02062,RUSH,Quest Diag,D005,2025-02-10 07:47:00,2025-02-10 08:25:00,2025-02-10 10:23:00,2025-02-10 08:45:00,Y,"wrong address on manifest, corrected enroute",8,10.95,0
ORD-27990,01-07-25 09:50 AM,02127,02190,STAT,Tufts Medical,D006,2025-01-07 10:33:00,2025-01-07 11:17:00,2025-01-07 11:36:00,2025-01-07 10:40:00,Y,driver reports ice on roads in reading area,25,30.45,0
ORD-27991,03-19-25 01:39 PM,02107,02053,STAT,Boston Medical Center,D040,2025-03-19 14:06:00,2025-03-19 14:55:00,2025-03-19 15:11:00,2025-03-19 14:36:00,Y,"wrong address on manifest, corrected enroute",40,23.84,0
ORD-27992,01/13/2025 14:30,02107,02143,stat,BioReference Labs,D002,2025-01-13 15:10:00,2025-01-13 15:40:00,2025-01-13 16:58:00,2025-01-13 15:12:00,N,driver cannot locate parking at hospital,42,36.14,0
ORD-27993,03/18/2025 10:37,02143,02170,STAT,Tufts Medical,D026,2025-03-18 11:14:00,2025-03-18 11:37:00,2025-03-18 12:47:00,2025-03-18 11:15:00,Y,redelivery needed: building locked,22,10.18,0
ORD-27994,01-05-25 10:52 AM,02193,02071,ROUTINE,Boston Med Ctr,D022,2025-01-05 11:28:00,,2025-01-05 13:47:00,2025-01-05 15:21:00,Y,"driver called in sick mid-route, reassigning trips",40,16.84,0
ORD-27995,03/23/2025 22:15,02052,02030,STAT,Northeast Laboratory,D023,2025-03-23 22:32:00,2025-03-23 23:17:00,2025-03-24 00:09:00,2025-03-23 22:47:00,Y,,16,37.62,0
ORD-27996,2025/02/28 17:51,02118,02130,RUSH,Tufts Medical,D041,2025-02-28 18:06:00,,2025-02-28 19:20:00,2025-02-28 19:15:00,Y,"wrong address on manifest, corrected enroute",36,7.64,0
ORD-27997,01/02/2025 08:02,02196,02190,SAME-DAY,Children's Hospital,D020,2025-01-02 08:25:00,2025-01-02 09:23:00,2025-01-02 10:36:00,2025-01-02 11:22:00,Y,specimen container damaged on pickup,22,4.69,0
ORD-27998,2025/01/09 03:00,01851,02133,Stat,Lowell General,D008,2025-01-09 03:20:00,2025-01-09 04:05:00,2025-01-09 06:05:00,2025-01-09 03:30:00,N,pickup completed but paperwork missing from package,20,30.32,0
ORD-27999,2025-01-15 09:40:00,02150,02110,ROUTINE,Childrens Hospital,D010,2025-01-15 10:00:00,2025-01-15 10:25:00,2025-01-15 11:16:00,2025-01-15 13:53:00,Y,"wrong address on manifest, corrected enroute",38,29.35,0
ORD-28000,2025/02/10 10:36,02071,02053,ROUTINE,Cape Cod Hospital,D014,2025-02-10 11:04:00,2025-02-10 11:53:00,2025-02-10 12:50:00,2025-02-10 13:47:00,Y,"wrong zip code on order, corrected",42,21.76,0
ORD-28001,03-31-25 06:11 AM,02132,02067,STAT,Tufts Med Center,D015,2025-03-31 06:47:00,2025-03-31 07:44:00,2025-03-31 08:15:00,2025-03-31 06:59:00,Y,"wrong zip code on order, corrected",42,34.21,0
ORD-28002,01-19-25 09:26 AM,02129,02118,Rush,Providence Health,D011,2025-01-19 09:58:00,,2025-01-19 12:03:00,2025-01-19 11:17:00,Y,"elevator down at 15 Elm St, driver using stairs",29,35.33,0
ORD-28003,2025-02-08 19:46:00,02186,02025,rush,Lowell General,D039,2025-02-08 20:18:00,2025-02-08 20:55:00,2025-02-08 22:12:00,2025-02-08 21:36:00,Y,specimen container damaged on pickup,356,15.16,0
ORD-28004,02-23-25 11:12 AM,02038,02188,stat,Mass General Hospital,D018,2025-02-23 11:44:00,2025-02-23 12:12:00,2025-02-23 14:05:00,2025-02-23 12:05:00,N,"client changed pickup time, driver redirected",40,31.83,0
ORD-28005,2025-02-28 08:52:00,02199,02155,Stat,Labcorp Inc,UNASSIGNED,2025-02-28 09:18:00,2025-02-28 09:33:00,2025-02-28 10:07:00,2025-02-28 09:52:00,N,"wrong address on manifest, corrected enroute",20,25.88,0
ORD-28006,02/27/2025 14:37,02135,02193,ROUTINE,Northeast Labs,D011,2025-02-27 15:17:00,2025-02-27 15:49:00,2025-02-27 17:28:00,2025-02-27 19:44:00,Y,dispatcher note: double-check temp on this one before logging,18,22.01,0
ORD-28007,01/29/2025 11:43,02131,02061,ROUTINE,NE Labs,D039,2025-01-29 11:46:00,2025-01-29 12:04:00,2025-01-29 13:12:00,2025-01-29 15:04:00,Y,lab closed early today per client,19,14.34,0
ORD-28008,01/12/2025 12:31,02187,02186,STAT,BioReference Labs,D019,2025-01-12 13:08:00,2025-01-12 13:43:00,2025-01-12 15:33:00,2025-01-12 13:15:00,Y,"driver vehicle breakdown, transfer to DD019 in progress",44,15.09,0
ORD-28009,03/17/2025 09:16,02071,02060,SAME-DAY,St. Elizabeth's Medical,D027,2025-03-17 09:28:00,2025-03-17 10:22:00,2025-03-17 11:57:00,2025-03-17 12:14:00,N,"driver stuck in traffic on 93, running ~20 min late",37,9.99,0
ORD-28010,01/09/2025 05:45,02187,02114,RUSH,Labcorp Inc,D004,2025-01-09 05:52:00,,2025-01-09 08:22:00,2025-01-09 07:14:00,N,driver cannot locate parking at hospital,26,23.67,0
ORD-28011,2025/01/07 11:05,02189,02026,ROUTINE,Lowell General,D010,2025-01-07 11:19:00,,2025-01-07 12:09:00,2025-01-07 16:50:00,Y,"pickup not ready, driver waiting 15+ min",7,14.97,0
ORD-28012,01/15/2025 17:40,02035,02142,STAT,Tufts Medical,D017,2025-01-15 17:48:00,2025-01-15 18:24:00,2025-01-15 19:14:00,2025-01-15 18:19:00,Y,,16,33.29,0
ORD-28013,2025-02-14 09:04:00,02155,02143,Routine,NE Labs,D027,2025-02-14 09:32:00,2025-02-14 09:43:00,2025-02-14 10:22:00,2025-02-14 13:03:00,Y,"elevator down at 15 Elm St, driver using stairs",24,15.65,0
ORD-28014,01/08/2025 10:18,02059,02126,SAME-DAY,Quest Diag,D001,2025-01-08 10:25:00,2025-01-08 10:40:00,2025-01-08 12:07:00,2025-01-08 12:51:00,Y,,30,25.05,0
ORD-28015,2025-03-23 15:30:00,02135,02114,routine,Brigham and Womens,D020,2025-03-23 15:54:00,2025-03-23 16:21:00,2025-03-23 16:55:00,2025-03-23 20:20:00,Y,delayed at security checkpoint - id verification required,9,15.1,0
ORD-28016,,02045,02129,Same-Day,Cape Cod Hospital,D034,2025-02-15 18:56:00,2025-02-15 19:30:00,2025-02-15 19:50:00,2025-02-15 21:52:00,Y,"wrong zip code on order, corrected",30,30.62,0
ORD-28017,01/28/2025 07:29,01826,02143,ROUTINE,Providence Health,D012,2025-01-28 07:59:00,2025-01-28 08:58:00,2025-01-28 10:51:00,2025-01-28 12:41:00,Y,"client changed pickup time, driver redirected",6,23.29,0
ORD-28018,,01840,02026,STAT,Labcorp Inc,D016,2025-03-16 17:20:00,2025-03-16 18:17:00,2025-03-16 19:58:00,2025-03-16 17:37:00,Y,redelivery needed: building locked,13,37.89,0
ORD-28019,2025-01-19 17:27:00,02153,02118,STAT,South Shore Hospital,D039,2025-01-19 17:40:00,2025-01-19 18:08:00,2025-01-19 19:53:00,2025-01-19 18:01:00,Y,pickup completed but paperwork missing from package,133,18.82,0
ORD-28020,2025-02-01 15:07:00,02195,02045,ROUTINE,MGH,D027,2025-02-01 15:41:00,2025-02-01 15:56:00,2025-02-01 17:24:00,2025-02-01 21:01:00,Y,GPS routing error sent driver to wrong building,5,31.63,0
ORD-28021,2025/01/14 11:39,02189,02122,Stat,South Shore Hospital,D008,2025-01-14 11:57:00,2025-01-14 12:20:00,2025-01-14 14:08:00,2025-01-14 12:20:00,Y,GPS routing error sent driver to wrong building,15,22.7,0
ORD-28022,03/01/2025 14:45,02066,02054,routine,Northeast Labs,D002,2025-03-01 15:24:00,2025-03-01 15:40:00,2025-03-01 16:27:00,2025-03-01 19:52:00,N,,32,22.32,0
ORD-28023,01/24/2025 05:41,02050,02163,ROUTINE,Boston Medical Center,D025,2025-01-24 05:52:00,,2025-01-24 08:04:00,2025-01-24 11:25:00,Y,,45,33.92,0
ORD-28024,01/20/2025 21:10,01864,02120,Stat,Children's Hospital,D036,2025-01-20 21:26:00,2025-01-20 22:08:00,2025-01-20 23:13:00,2025-01-20 21:48:00,N,"pickup not ready, driver waiting 15+ min",13,30.56,0
ORD-28025,2025-03-12 08:22:00,02048,02138,rush,South Shore Hospital,D028,2025-03-12 08:44:00,2025-03-12 09:11:00,,2025-03-12 09:51:00,Y,"driver called in sick mid-route, reassigning trips",7,15.28,0
ORD-28026,02/15/2025 08:37,01863,02139,RUSH,MGH,D015,2025-02-15 08:57:00,,2025-02-15 11:18:00,2025-02-15 10:00:00,Y,"driver stuck in traffic on 93, running ~20 min late",40,24.72,0
ORD-28027,03/04/2025 09:51,01864,02059,ROUTINE,Boston Medical Center,D029,2025-03-04 09:55:00,2025-03-04 10:32:00,2025-03-04 11:41:00,2025-03-04 12:51:00,N,GPS routing error sent driver to wrong building,16,14.58,0
ORD-28028,02/28/2025 10:07,02189,02141,ROUTINE,Tufts Medical,D034,2025-02-28 10:26:00,2025-02-28 10:44:00,2025-02-28 12:13:00,2025-02-28 15:19:00,Y,"driver called in sick mid-route, reassigning trips",337,22.91,0
ORD-28029,2025/01/08 17:35,02119,02126,STAT,Tufts Medical,D001,2025-01-08 18:16:00,2025-01-08 18:58:00,2025-01-08 20:17:00,2025-01-08 18:06:00,Y,package refused by receiving staff - no signature authority,27,8.35,0
ORD-28030,03/25/2025 14:37,01867,02129,ROUTINE,Lowell General,D037,2025-03-25 14:45:00,2025-03-25 14:58:00,2025-03-25 15:40:00,2025-03-25 20:05:00,N,,281,7.41,1
ORD-28031,2025-03-29 18:10:00,02126,02120,routine,Childrens Hospital,D037,2025-03-29 18:45:00,2025-03-29 19:10:00,2025-03-29 20:32:00,2025-03-30 00:00:00,Y,traffic accident on route 1 delay,15,5.64,0
ORD-28032,01/24/2025 16:19,01801,02045,rush,Emerson Hospital,UNASSIGNED,2025-01-24 16:36:00,2025-01-24 17:35:00,2025-01-24 18:51:00,2025-01-24 18:09:00,Y,,29,9.47,0
ORD-28033,2025/02/19 01:32,02126,02019,RUSH,Providence Health,D004,2025-02-19 02:09:00,2025-02-19 02:26:00,2025-02-19 03:22:00,2025-02-19 02:43:00,N,,37,17.34,1
ORD-28034,2025-03-16 12:45:00,02144,02142,ROUTINE,Boston Medical Center,D029,2025-03-16 12:55:00,2025-03-16 13:42:00,2025-03-16 14:44:00,2025-03-16 17:00:00,Y,specimen container damaged on pickup,36,8.72,0
ORD-28035,02-15-25 01:51 PM,01810,02067,STAT,Quest Diag,D028,2025-02-15 14:26:00,2025-02-15 15:09:00,2025-02-15 15:59:00,2025-02-15 14:28:00,Y,delayed at security checkpoint - id verification required,33,26.62,0
ORD-28036,03/23/2025 11:21,02199,02047,SAME-DAY,Cape Cod Hospital,D022,2025-03-23 12:03:00,2025-03-23 13:01:00,2025-03-23 14:32:00,2025-03-23 13:31:00,Y,lab closed early today per client,33,26.44,0
ORD-28037,2025-01-08 04:05:00,01850,02062,ROUTINE,Cape Cod Hospital,D015,2025-01-08 04:31:00,2025-01-08 04:55:00,2025-01-08 05:34:00,2025-01-08 08:34:00,Y,recipient not available at delivery location,45,10.51,0
ORD-28038,02-05-25 01:21 AM,01851,02155,RUSH,Cape Cod Hospital,D028,2025-02-05 01:50:00,2025-02-05 02:07:00,2025-02-05 02:53:00,2025-02-05 03:03:00,Y,driver reports ice on roads in reading area,8,6.65,0
ORD-28039,2025/02/09 07:57,01860,02054,ROUTINE,Tufts Med Center,D022,2025-02-09 08:39:00,2025-02-09 09:27:00,2025-02-09 10:14:00,2025-02-09 11:34:00,Y,redelivery needed: building locked,25,15.75,0
ORD-28040,03-03-25 08:25 AM,02106,02144,ROUTINE,MGH,D014,2025-03-03 08:56:00,2025-03-03 09:07:00,2025-03-03 09:55:00,2025-03-03 14:24:00,N,"driver ran out of dry ice, needs resupply",8,32.16,1
ORD-28041,02/23/2025 08:10,02186,02139,stat,Labcorp Inc,D017,2025-02-23 08:49:00,2025-02-23 09:45:00,2025-02-23 11:45:00,2025-02-23 08:59:00,Y,specimen container damaged on pickup,12,20.82,0
ORD-28042,03/26/2025 13:54,02109,02025,STAT,Quest Diagnostics,D026,2025-03-26 14:34:00,,2025-03-26 17:00:00,2025-03-26 14:30:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",21,24.42,0
ORD-28043,2025-01-05 21:18:00,01840,02195,STAT,NE Labs,UNASSIGNED,2025-01-05 21:21:00,2025-01-05 22:08:00,2025-01-05 23:16:00,2025-01-05 21:50:00,Y,"elevator down at 15 Elm St, driver using stairs",18,37.04,0
ORD-28044,2025-01-26 05:30:00,02156,02125,Rush,Labcorp Inc,D016,2025-01-26 05:36:00,,2025-01-26 07:20:00,2025-01-26 07:06:00,Y,"wrong zip code on order, corrected",32,21.78,0
ORD-28045,01/09/2025 09:07,01854,02184,ROUTINE,LabCorp,D021,2025-01-09 09:48:00,2025-01-09 09:59:00,2025-01-09 10:34:00,2025-01-09 14:14:00,Y,driver cannot locate parking at hospital,27,28.38,0
ORD-28046,2025-01-27 12:05:00,02190,02061,Rush,Cape Cod Hospital,D017,2025-01-27 12:44:00,2025-01-27 13:10:00,2025-01-27 13:56:00,2025-01-27 13:11:00,Y,dispatcher note: double-check temp on this one before logging,31,21.72,0
ORD-28047,2025/01/17 00:40,02135,02062,ROUTINE,Labcorp Inc,D041,2025-01-17 01:25:00,,2025-01-17 02:31:00,2025-01-17 03:50:00,Y,traffic accident on route 1 delay,6,30.51,0
ORD-28048,01/17/2025 11:27,02149,02126,RUSH,Tufts Med Center,D006,2025-01-17 12:11:00,2025-01-17 13:06:00,2025-01-17 14:55:00,2025-01-17 12:37:00,Y,driver reports ice on roads in reading area,31,16.65,0
ORD-28049,2025/01/14 12:28,02189,02139,RUSH,MGH,D028,2025-01-14 12:32:00,2025-01-14 12:58:00,2025-01-14 13:20:00,2025-01-14 14:19:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",33,15.07,0
ORD-28050,01/13/2025 07:16,02062,02197,RUSH,Childrens Hospital,D023,2025-01-13 07:24:00,,2025-01-13 09:30:00,2025-01-13 09:13:00,Y,,9,26.59,0
ORD-28051,2025-02-04 03:56:00,01810,02149,RUSH,Emerson Hospital,D037,2025-02-04 04:26:00,2025-02-04 05:17:00,2025-02-04 05:53:00,2025-02-04 05:49:00,N,called client re specimen integrity - awaiting callback,20,32.14,0
ORD-28052,01-29-25 04:56 PM,02142,02107,rush,Labcorp Inc,D026,2025-01-29 17:30:00,2025-01-29 18:24:00,2025-01-29 19:24:00,2025-01-29 18:15:00,Y,,20,37.23,0
ORD-28053,2025-02-12 11:37:00,02103,02151,Routine,NE Labs,D009,2025-02-12 11:57:00,,2025-02-12 13:57:00,2025-02-12 16:57:00,Y,specimen labeled incorrectly by client,25,31.21,0
ORD-28054,2025/02/24 15:03,02127,02120,same-day,Childrens Hospital,D027,2025-02-24 15:32:00,2025-02-24 15:55:00,2025-02-24 16:31:00,2025-02-24 17:32:00,Y,,356,37.91,0
ORD-28055,02/28/2025 07:26,02118,02109,routine,Brigham and Womens,D028,2025-02-28 07:35:00,2025-02-28 08:06:00,2025-02-28 08:45:00,2025-02-28 11:00:00,Y,,5,37.57,0
ORD-28056,2025-03-13 06:12:00,02187,02119,ROUTINE,Northeast Laboratory,D021,2025-03-13 06:29:00,2025-03-13 06:56:00,2025-03-13 07:16:00,2025-03-13 10:54:00,Y,lab closed early today per client,6,7.65,0
ORD-28057,02-18-25 08:07 AM,02061,02170,RUSH,Tufts Med Center,D027,2025-02-18 08:21:00,2025-02-18 09:06:00,2025-02-18 10:55:00,2025-02-18 09:50:00,N,specimen container damaged on pickup,21,35.76,0
ORD-28058,02/19/2025 08:09,01876,02056,SAME-DAY,Providence Health,D024,2025-02-19 08:45:00,,2025-02-19 10:57:00,2025-02-19 11:32:00,Y,"elevator down at 15 Elm St, driver using stairs",8,8.94,0
ORD-28059,01-14-25 10:35 AM,02119,02106,rush,Boston Medical Center,D006,2025-01-14 10:59:00,2025-01-14 11:40:00,2025-01-14 12:38:00,2025-01-14 12:18:00,N,package refused by receiving staff - no signature authority,28,7.98,0
ORD-28060,2025/03/31 07:00,01845,02188,ROUTINE,NE Labs,D020,2025-03-31 07:20:00,2025-03-31 08:15:00,2025-03-31 09:59:00,2025-03-31 12:01:00,Y,pickup completed but paperwork missing from package,29,29.8,0
ORD-28061,2025-02-19 07:12:00,02185,02115,STAT,Boston Medical Center,D003,2025-02-19 07:29:00,2025-02-19 08:02:00,2025-02-19 08:56:00,2025-02-19 07:50:00,N,driver reports ice on roads in reading area,26,37.31,0
ORD-28062,01/24/2025 08:00,01863,02127,RUSH,Brigham & Women's,D029,2025-01-24 08:08:00,2025-01-24 08:42:00,2025-01-24 09:48:00,2025-01-24 09:42:00,Y,pickup completed but paperwork missing from package,27,31.67,0
ORD-28063,03-22-25 01:40 PM,02196,02109,STAT,Quest Diag,D040,2025-03-22 13:53:00,2025-03-22 14:51:00,2025-03-22 16:02:00,2025-03-22 14:29:00,Y,delayed at security checkpoint - id verification required,18,18.63,0
